row_type,format,material,surface,kachering,gloss_caching,quantity,eur,dkk_base,tier_multiplier,dkk_final,source_material,inferred_from_quantity,detail_url
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,1000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,1500,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,2000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,2500,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,3000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,4000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,5000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,6000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,7000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,8000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,9000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,10000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,12000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,15000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,20000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,50,34.8,261,1.6,418,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,100,39.78,298.35,1.6,477,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,250,70.38,527.85,1.6,845,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,500,101.68,762.6,1.6,1220,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,1000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,1500,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,2000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,2500,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,3000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,4000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,5000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,6000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,7000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,8000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,9000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,10000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,12000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,15000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Gloss,Mat kachering front og bag,,20000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,50,33.55,251.625,1.6,403,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,100,37.43,280.725,1.6,449,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,250,62.34,467.55,1.6,748,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,500,89.17,668.775,1.6,1070,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,1000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,1500,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,2000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,2500,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,3000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,4000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,5000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,6000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,7000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,8000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,9000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,10000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,12000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,15000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front,,20000,143.97,1079.775,1.6,1728,Folienkaschiert: 250g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,50,34.8,261,1.6,418,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,100,39.78,298.35,1.6,477,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,250,70.38,527.85,1.6,845,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,500,101.68,762.6,1.6,1220,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,1000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,1500,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,2000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,2500,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,3000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,4000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,5000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,6000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,7000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,8000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,9000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,10000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,12000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,15000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,250g hochwertiger Qualitätsdruck,Matt,Mat kachering front og bag,,20000,167.06,1252.95,1.6,2005,Folienkaschiert: 250g hochwertiger Qualitätsdruck beidseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,300g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,50,33.67,252.525,1.6,404,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,300g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,100,37.66,282.45,1.6,452,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,300g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,250,63.24,474.3,1.6,759,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,300g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,500,75.95,569.625,1.6,911,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,300g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,1000,92.17,691.275,1.6,1106,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,300g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,1500,92.17,691.275,1.6,1106,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,1000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,300g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,2000,144.06,1080.45,1.6,1729,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,2500,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,300g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,2500,144.06,1080.45,1.6,1729,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,300g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,3000,144.06,1080.45,1.6,1729,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,2500,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,300g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,4000,220.04,1650.3,1.6,2640,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,300g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,5000,220.04,1650.3,1.6,2640,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,300g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,6000,220.04,1650.3,1.6,2640,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
kachering_matte,A7,300g hochwertiger Qualitätsdruck,Gloss,Mat kachering front,,7000,220.04,1650.3,1.6,2640,Folienkaschiert: 300g hochwertiger Qualitätsdruck einseitig folienkaschiert matt,5000,https://www.wir-machen-druck.de/faltblatt-gefalzt-auf-din-a7-quer-vertikaler-mittelfalz-4seitig.html
